Case_Reported_Date,Reporting_PHU_ID,Reporting_PHU,Number_of_Cases
2020-04-05,3895,Toronto Public Health,70
2020-04-05,4913,Southwestern Public Health,2
2020-04-05,5183,Huron Perth District Health Unit,2
2020-04-06,2226,Algoma Public Health Unit,1
2020-04-06,2230,Durham Region Health Department,23
2020-04-06,2233,Grey Bruce Health Unit,6
2020-04-06,2234,Haldimand-Norfolk Health Unit,17
2020-04-06,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",2
2020-04-06,2236,Halton Region Health Department,21
2020-04-06,2237,Hamilton Public Health Services,13
2020-04-06,2238,Hastings and Prince Edward Counties Health Unit,1
2020-04-06,2240,Chatham-Kent Health Unit,5
2020-04-06,2242,Lambton Public Health,6
2020-04-06,2243,"Leeds, Grenville and Lanark District Health Unit",36
2020-04-06,2244,Middlesex-London Health Unit,15
2020-04-06,2246,Niagara Region Public Health Department,16
2020-04-06,2251,Ottawa Public Health,40
2020-04-06,2253,Peel Public Health,51
2020-04-06,2256,Porcupine Health Unit,1
2020-04-06,2257,Renfrew County and District Health Unit,1
2020-04-06,2258,Eastern Ontario Health Unit,2
2020-04-06,2260,Simcoe Muskoka District Health Unit,10
2020-04-06,2262,Thunder Bay District Health Unit,3
2020-04-06,2265,"Region of Waterloo, Public Health",18
2020-04-06,2266,Wellington-Dufferin-Guelph Public Health,10
2020-04-06,2268,Windsor-Essex County Health Unit,33
2020-04-06,2270,York Region Public Health Services,24
2020-04-06,3895,Toronto Public Health,114
2020-04-06,4913,Southwestern Public Health,5
2020-04-06,5183,Huron Perth District Health Unit,5
2020-04-07,2227,Brant County Health Unit,1
2020-04-07,2230,Durham Region Health Department,10
2020-04-07,2233,Grey Bruce Health Unit,3
2020-04-07,2234,Haldimand-Norfolk Health Unit,6
2020-04-07,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",9
2020-04-07,2236,Halton Region Health Department,7
2020-04-07,2237,Hamilton Public Health Services,8
2020-04-07,2242,Lambton Public Health,5
2020-04-07,2243,"Leeds, Grenville and Lanark District Health Unit",24
2020-04-07,2244,Middlesex-London Health Unit,9
2020-04-07,2246,Niagara Region Public Health Department,9
2020-04-07,2251,Ottawa Public Health,25
2020-04-07,2253,Peel Public Health,55
2020-04-07,2258,Eastern Ontario Health Unit,6
2020-04-07,2260,Simcoe Muskoka District Health Unit,7
2020-04-07,2262,Thunder Bay District Health Unit,5
2020-04-07,2265,"Region of Waterloo, Public Health",12
2020-04-07,2266,Wellington-Dufferin-Guelph Public Health,4
2020-04-07,2268,Windsor-Essex County Health Unit,20
2020-04-07,2270,York Region Public Health Services,40
2020-04-07,3895,Toronto Public Health,191
2020-04-07,4913,Southwestern Public Health,2
2020-04-08,2227,Brant County Health Unit,6
2020-04-08,2230,Durham Region Health Department,18
2020-04-08,2233,Grey Bruce Health Unit,3
2020-04-08,2234,Haldimand-Norfolk Health Unit,7
2020-04-08,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",3
2020-04-08,2236,Halton Region Health Department,22
2020-04-08,2237,Hamilton Public Health Services,10
2020-04-08,2240,Chatham-Kent Health Unit,1
2020-04-08,2242,Lambton Public Health,11
2020-04-08,2243,"Leeds, Grenville and Lanark District Health Unit",11
2020-04-08,2244,Middlesex-London Health Unit,8
2020-04-08,2246,Niagara Region Public Health Department,14
2020-04-08,2247,North Bay Parry Sound District Health Unit,1
2020-04-08,2251,Ottawa Public Health,26
2020-04-08,2253,Peel Public Health,91
2020-04-08,2255,Peterborough Public Health,6
2020-04-08,2256,Porcupine Health Unit,3
2020-04-08,2257,Renfrew County and District Health Unit,2
2020-04-08,2260,Simcoe Muskoka District Health Unit,7
2020-04-08,2261,Sudbury & District Health Unit,1
2020-04-08,2263,Timiskaming Health Unit,2
2020-04-08,2265,"Region of Waterloo, Public Health",19
2020-04-08,2266,Wellington-Dufferin-Guelph Public Health,11
2020-04-08,2268,Windsor-Essex County Health Unit,13
2020-04-08,2270,York Region Public Health Services,44
2020-04-08,3895,Toronto Public Health,153
2020-04-09,2226,Algoma Public Health Unit,1
2020-04-09,2227,Brant County Health Unit,6
2020-04-09,2230,Durham Region Health Department,23
2020-04-09,2233,Grey Bruce Health Unit,2
2020-04-09,2234,Haldimand-Norfolk Health Unit,7
2020-04-09,2236,Halton Region Health Department,11
2020-04-09,2237,Hamilton Public Health Services,14
2020-04-09,2238,Hastings and Prince Edward Counties Health Unit,1
2020-04-09,2242,Lambton Public Health,4
2020-04-09,2243,"Leeds, Grenville and Lanark District Health Unit",17
2020-04-09,2244,Middlesex-London Health Unit,13
2020-04-09,2246,Niagara Region Public Health Department,15
2020-04-09,2247,North Bay Parry Sound District Health Unit,1
2020-04-09,2249,Northwestern Health Unit,3
2020-04-09,2251,Ottawa Public Health,25
2020-04-09,2253,Peel Public Health,48
2020-04-09,2256,Porcupine Health Unit,2
2020-04-09,2258,Eastern Ontario Health Unit,3
2020-04-09,2260,Simcoe Muskoka District Health Unit,22
2020-04-09,2261,Sudbury & District Health Unit,2
2020-04-09,2262,Thunder Bay District Health Unit,2
2020-04-09,2265,"Region of Waterloo, Public Health",11
2020-04-09,2266,Wellington-Dufferin-Guelph Public Health,7
2020-04-09,2268,Windsor-Essex County Health Unit,30
2020-04-09,2270,York Region Public Health Services,52
2020-04-09,3895,Toronto Public Health,165
2020-04-09,4913,Southwestern Public Health,1
2020-04-09,5183,Huron Perth District Health Unit,1
2020-04-10,2227,Brant County Health Unit,1
2020-04-10,2230,Durham Region Health Department,14
2020-04-10,2234,Haldimand-Norfolk Health Unit,3
2020-04-10,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",15
2020-04-10,2236,Halton Region Health Department,9
2020-04-10,2237,Hamilton Public Health Services,4
2020-04-10,2238,Hastings and Prince Edward Counties Health Unit,1
2020-04-10,2240,Chatham-Kent Health Unit,1
2020-04-10,2242,Lambton Public Health,4
2020-04-10,2243,"Leeds, Grenville and Lanark District Health Unit",14
2020-04-10,2244,Middlesex-London Health Unit,14
2020-04-10,2246,Niagara Region Public Health Department,24
2020-04-10,2247,North Bay Parry Sound District Health Unit,1
2020-04-10,2251,Ottawa Public Health,37
2020-04-10,2253,Peel Public Health,58
2020-04-10,2255,Peterborough Public Health,1
2020-04-10,2256,Porcupine Health Unit,3
2020-04-10,2257,Renfrew County and District Health Unit,2
2020-04-10,2258,Eastern Ontario Health Unit,3
2020-04-10,2260,Simcoe Muskoka District Health Unit,2
2020-04-10,2261,Sudbury & District Health Unit,1
2020-04-10,2262,Thunder Bay District Health Unit,1
2020-04-10,2265,"Region of Waterloo, Public Health",14
2020-04-10,2266,Wellington-Dufferin-Guelph Public Health,5
2020-04-10,2268,Windsor-Essex County Health Unit,9
2020-04-10,2270,York Region Public Health Services,28
2020-04-10,3895,Toronto Public Health,127
2020-04-10,4913,Southwestern Public Health,3
2020-04-11,2227,Brant County Health Unit,2
2020-04-11,2230,Durham Region Health Department,21
2020-04-11,2233,Grey Bruce Health Unit,2
2020-04-11,2234,Haldimand-Norfolk Health Unit,14
2020-04-11,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",2
2020-04-11,2236,Halton Region Health Department,13
2020-04-11,2237,Hamilton Public Health Services,19
2020-04-11,2240,Chatham-Kent Health Unit,4
2020-04-11,2241,"Kingston, Frontenac and Lennox & Addington Public Health",1
2020-04-11,2242,Lambton Public Health,6
2020-04-11,2243,"Leeds, Grenville and Lanark District Health Unit",25
2020-04-11,2244,Middlesex-London Health Unit,18
2020-04-11,2246,Niagara Region Public Health Department,17
2020-04-11,2247,North Bay Parry Sound District Health Unit,1
2020-04-11,2251,Ottawa Public Health,31
2020-04-11,2253,Peel Public Health,76
2020-04-11,2260,Simcoe Muskoka District Health Unit,3
2020-04-11,2263,Timiskaming Health Unit,1
2020-04-11,2265,"Region of Waterloo, Public Health",13
2020-04-11,2266,Wellington-Dufferin-Guelph Public Health,9
2020-04-11,2268,Windsor-Essex County Health Unit,16
2020-04-11,2270,York Region Public Health Services,49
2020-04-11,3895,Toronto Public Health,129
2020-04-11,4913,Southwestern Public Health,2
2020-04-11,5183,Huron Perth District Health Unit,2
2020-04-12,2227,Brant County Health Unit,1
2020-04-12,2230,Durham Region Health Department,53
2020-04-12,2233,Grey Bruce Health Unit,1
2020-04-12,2234,Haldimand-Norfolk Health Unit,6
2020-04-12,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",2
2020-04-12,2236,Halton Region Health Department,44
2020-04-12,2237,Hamilton Public Health Services,5
2020-04-12,2238,Hastings and Prince Edward Counties Health Unit,1
2020-04-12,2240,Chatham-Kent Health Unit,2
2020-04-12,2242,Lambton Public Health,3
2020-04-12,2243,"Leeds, Grenville and Lanark District Health Unit",11
2020-04-12,2244,Middlesex-London Health Unit,20
2020-04-12,2246,Niagara Region Public Health Department,15
2020-04-12,2249,Northwestern Health Unit,1
2020-04-12,2251,Ottawa Public Health,35
2020-04-12,2253,Peel Public Health,49
2020-04-12,2255,Peterborough Public Health,2
2020-04-12,2256,Porcupine Health Unit,1
2020-04-12,2258,Eastern Ontario Health Unit,2
2020-04-12,2260,Simcoe Muskoka District Health Unit,8
2020-04-12,2261,Sudbury & District Health Unit,6
2020-04-12,2262,Thunder Bay District Health Unit,9
2020-04-12,2263,Timiskaming Health Unit,1
2020-04-12,2265,"Region of Waterloo, Public Health",50
2020-04-12,2266,Wellington-Dufferin-Guelph Public Health,8
2020-04-12,2268,Windsor-Essex County Health Unit,3
2020-04-12,2270,York Region Public Health Services,44
2020-04-12,3895,Toronto Public Health,164
2020-04-12,4913,Southwestern Public Health,1
2020-04-12,5183,Huron Perth District Health Unit,1
2020-04-13,2227,Brant County Health Unit,3
2020-04-13,2230,Durham Region Health Department,30
2020-04-13,2233,Grey Bruce Health Unit,2
2020-04-13,2234,Haldimand-Norfolk Health Unit,14
2020-04-13,2236,Halton Region Health Department,9
2020-04-13,2237,Hamilton Public Health Services,11
2020-04-13,2242,Lambton Public Health,1
2020-04-13,2243,"Leeds, Grenville and Lanark District Health Unit",9
2020-04-13,2244,Middlesex-London Health Unit,13
2020-04-13,2246,Niagara Region Public Health Department,23
2020-04-13,2247,North Bay Parry Sound District Health Unit,3
2020-04-13,2251,Ottawa Public Health,16
2020-04-13,2253,Peel Public Health,78
2020-04-13,2258,Eastern Ontario Health Unit,1
2020-04-13,2260,Simcoe Muskoka District Health Unit,8
2020-04-13,2261,Sudbury & District Health Unit,2
2020-04-13,2263,Timiskaming Health Unit,1
2020-04-13,2265,"Region of Waterloo, Public Health",41
2020-04-13,2266,Wellington-Dufferin-Guelph Public Health,8
2020-04-13,2268,Windsor-Essex County Health Unit,21
2020-04-13,2270,York Region Public Health Services,59
2020-04-13,3895,Toronto Public Health,245
2020-04-13,4913,Southwestern Public Health,2
2020-04-14,2230,Durham Region Health Department,19
2020-04-14,2233,Grey Bruce Health Unit,1
2020-04-14,2234,Haldimand-Norfolk Health Unit,1
2020-04-14,2236,Halton Region Health Department,7
2020-04-14,2237,Hamilton Public Health Services,13
2020-04-14,2238,Hastings and Prince Edward Counties Health Unit,2
2020-04-14,2243,"Leeds, Grenville and Lanark District Health Unit",30
2020-04-14,2244,Middlesex-London Health Unit,3
2020-04-14,2246,Niagara Region Public Health Department,24
2020-04-14,2251,Ottawa Public Health,32
2020-04-14,2253,Peel Public Health,74
2020-04-14,2256,Porcupine Health Unit,2
2020-04-14,2258,Eastern Ontario Health Unit,2
2020-04-14,2260,Simcoe Muskoka District Health Unit,5
2020-04-14,2265,"Region of Waterloo, Public Health",17
2020-04-14,2266,Wellington-Dufferin-Guelph Public Health,5
2020-04-14,2268,Windsor-Essex County Health Unit,42
2020-04-14,2270,York Region Public Health Services,74
2020-04-14,3895,Toronto Public Health,202
2020-04-14,4913,Southwestern Public Health,3
2020-04-15,2227,Brant County Health Unit,1
2020-04-15,2230,Durham Region Health Department,47
2020-04-15,2233,Grey Bruce Health Unit,1
2020-04-15,2234,Haldimand-Norfolk Health Unit,1
2020-04-15,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",1
2020-04-15,2236,Halton Region Health Department,7
2020-04-15,2237,Hamilton Public Health Services,29
2020-04-15,2238,Hastings and Prince Edward Counties Health Unit,1
2020-04-15,2242,Lambton Public Health,9
2020-04-15,2243,"Leeds, Grenville and Lanark District Health Unit",6
2020-04-15,2244,Middlesex-London Health Unit,8
2020-04-15,2246,Niagara Region Public Health Department,19
2020-04-15,2251,Ottawa Public Health,60
2020-04-15,2253,Peel Public Health,63
2020-04-15,2256,Porcupine Health Unit,5
2020-04-15,2258,Eastern Ontario Health Unit,2
2020-04-15,2260,Simcoe Muskoka District Health Unit,9
2020-04-15,2261,Sudbury & District Health Unit,3
2020-04-15,2262,Thunder Bay District Health Unit,6
2020-04-15,2265,"Region of Waterloo, Public Health",5
2020-04-15,2266,Wellington-Dufferin-Guelph Public Health,5
2020-04-15,2268,Windsor-Essex County Health Unit,54
2020-04-15,2270,York Region Public Health Services,56
2020-04-15,3895,Toronto Public Health,219
2020-04-15,4913,Southwestern Public Health,1
2020-04-15,5183,Huron Perth District Health Unit,1
2020-04-16,2226,Algoma Public Health Unit,2
2020-04-16,2230,Durham Region Health Department,26
2020-04-16,2233,Grey Bruce Health Unit,2
2020-04-16,2234,Haldimand-Norfolk Health Unit,5
2020-04-16,2236,Halton Region Health Department,7
2020-04-16,2237,Hamilton Public Health Services,9
2020-04-16,2243,"Leeds, Grenville and Lanark District Health Unit",2
2020-04-16,2244,Middlesex-London Health Unit,24
2020-04-16,2246,Niagara Region Public Health Department,29
2020-04-16,2249,Northwestern Health Unit,3
2020-04-16,2251,Ottawa Public Health,21
2020-04-16,2253,Peel Public Health,56
2020-04-16,2256,Porcupine Health Unit,1
2020-04-16,2258,Eastern Ontario Health Unit,1
2020-04-16,2260,Simcoe Muskoka District Health Unit,12
2020-04-16,2262,Thunder Bay District Health Unit,4
2020-04-16,2265,"Region of Waterloo, Public Health",21
2020-04-16,2266,Wellington-Dufferin-Guelph Public Health,7
2020-04-16,2268,Windsor-Essex County Health Unit,8
2020-04-16,2270,York Region Public Health Services,52
2020-04-16,3895,Toronto Public Health,285
2020-04-16,5183,Huron Perth District Health Unit,2
2020-04-17,2227,Brant County Health Unit,4
2020-04-17,2230,Durham Region Health Department,53
2020-04-17,2234,Haldimand-Norfolk Health Unit,4
2020-04-17,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",2
2020-04-17,2236,Halton Region Health Department,9
2020-04-17,2237,Hamilton Public Health Services,6
2020-04-17,2240,Chatham-Kent Health Unit,4
2020-04-17,2242,Lambton Public Health,4
2020-04-17,2243,"Leeds, Grenville and Lanark District Health Unit",1
2020-04-17,2244,Middlesex-London Health Unit,7
2020-04-17,2246,Niagara Region Public Health Department,5
2020-04-17,2249,Northwestern Health Unit,1
2020-04-17,2251,Ottawa Public Health,73
2020-04-17,2253,Peel Public Health,78
2020-04-17,2255,Peterborough Public Health,1
2020-04-17,2258,Eastern Ontario Health Unit,1
2020-04-17,2260,Simcoe Muskoka District Health Unit,5
2020-04-17,2262,Thunder Bay District Health Unit,6
2020-04-17,2265,"Region of Waterloo, Public Health",72
2020-04-17,2268,Windsor-Essex County Health Unit,14
2020-04-17,2270,York Region Public Health Services,46
2020-04-17,3895,Toronto Public Health,354
2020-04-17,4913,Southwestern Public Health,1
2020-04-17,5183,Huron Perth District Health Unit,1
2020-04-18,2230,Durham Region Health Department,54
2020-04-18,2233,Grey Bruce Health Unit,15
2020-04-18,2234,Haldimand-Norfolk Health Unit,1
2020-04-18,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",1
2020-04-18,2236,Halton Region Health Department,9
2020-04-18,2237,Hamilton Public Health Services,5
2020-04-18,2238,Hastings and Prince Edward Counties Health Unit,3
2020-04-18,2241,"Kingston, Frontenac and Lennox & Addington Public Health",2
2020-04-18,2243,"Leeds, Grenville and Lanark District Health Unit",13
2020-04-18,2244,Middlesex-London Health Unit,17
2020-04-18,2246,Niagara Region Public Health Department,5
2020-04-18,2247,North Bay Parry Sound District Health Unit,2
2020-04-18,2251,Ottawa Public Health,31
2020-04-18,2253,Peel Public Health,185
2020-04-18,2255,Peterborough Public Health,4
2020-04-18,2256,Porcupine Health Unit,1
2020-04-18,2258,Eastern Ontario Health Unit,2
2020-04-18,2260,Simcoe Muskoka District Health Unit,10
2020-04-18,2261,Sudbury & District Health Unit,1
2020-04-18,2262,Thunder Bay District Health Unit,1
2020-04-18,2263,Timiskaming Health Unit,1
2020-04-18,2265,"Region of Waterloo, Public Health",11
2020-04-18,2266,Wellington-Dufferin-Guelph Public Health,7
2020-04-18,2268,Windsor-Essex County Health Unit,8
2020-04-18,2270,York Region Public Health Services,48
2020-04-18,3895,Toronto Public Health,163
2020-04-19,2227,Brant County Health Unit,3
2020-04-19,2230,Durham Region Health Department,42
2020-04-19,2233,Grey Bruce Health Unit,3
2020-04-19,2234,Haldimand-Norfolk Health Unit,4
2020-04-19,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",3
2020-04-19,2236,Halton Region Health Department,4
2020-04-19,2237,Hamilton Public Health Services,10
2020-04-19,2240,Chatham-Kent Health Unit,3
2020-04-19,2242,Lambton Public Health,13
2020-04-19,2243,"Leeds, Grenville and Lanark District Health Unit",7
2020-04-19,2244,Middlesex-London Health Unit,17
2020-04-19,2246,Niagara Region Public Health Department,13
